src	trg	w
2370	1603	13
2370	1919	4
2371	2093	15
2372	2325	14
2372	1319	20
2374	3163	5
2374	414	10
2375	78	7
2377	2938	20
2379	3375	8
2380	2225	11
2381	3258	18
2384	1827	3
2384	3654	2
2384	306	12
2384	436	19
2384	375	6
2384	285	10
2384	812	13
2384	3425	1
2384	514	13
2384	520	15
2384	1645	9
2384	192	10
2384	35	7
2384	204	17
2384	473	19
2384	615	8
2384	488	9
2384	31	10
2384	50	14
2384	891	6
2384	998	15
2384	1398	11
2384	1742	19
2384	883	1
2384	702	1
2384	1713	13
2384	1131	14
2384	350	11
2384	384	12
2384	4	2
2384	1047	2
2384	2058	11
2384	96	3
2384	1596	18
2385	1273	13
2385	2255	17
2385	3270	14
2385	853	5
2385	1891	14
2385	1138	15
2385	1708	11
2385	2591	9
2385	835	11
2385	1580	15
2385	2847	9
2385	2567	7
2385	2267	14
2385	1906	13
2385	1718	13
2385	2746	13
2385	2533	8
2386	3452	17
2389	177	4
2389	2464	9
2392	3445	1
2394	749	2
2394	1079	6
2394	770	18
2394	586	19
2394	534	7
2394	1467	18
2394	1471	4
2394	536	16
2394	1398	17
2394	391	6
2394	1429	6
2395	2200	3
2395	3491	20
2395	798	2
2395	1044	16
2395	2732	7
2395	3145	10
2396	553	9
2396	654	16
2396	304	8
2396	2002	10
2396	1919	9
2396	291	9
2396	1476	12
2396	1307	20
2396	330	17
2396	2689	6
2396	755	15
2396	2167	17
2396	1560	12
2396	1079	8
2396	528	2
2396	139	5
2396	219	19
2396	375	2
2396	520	12
2396	1555	4
2396	1354	5
2396	2	19
2396	19	11
2396	212	14
2396	2858	6
2396	473	8
2396	892	18
2396	317	11
2396	326	9
2396	2069	17
2396	1471	6
2396	1988	11
2396	2482	18
2396	1415	10
2396	832	7
2396	549	20
2396	1127	3
2396	1739	1
2396	103	18
2396	2403	10
2396	2470	5
2396	474	17
2396	600	2
2396	30	5
2396	52	3
2396	2006	6
2396	203	18
2396	507	18
2396	772	15
2396	770	15
2396	563	20
2396	2052	1
2396	2214	6
2396	656	2
2396	84	2
2396	109	3
2396	384	8
2396	350	10
2396	204	15
2396	1729	13
2396	1952	9
2396	230	6
2396	496	12
2396	272	7
2396	537	6
2396	1047	9
2396	147	3
2396	364	18
2396	96	14
2396	1398	16
2396	77	20
2396	411	1
2396	239	5
2396	306	8
2398	3245	3
2398	2328	8
2398	1545	18
2398	1962	9
2398	2484	14
2398	1891	11
2398	1717	20
2398	1193	7
2398	974	20
2398	819	9
2402	3405	11
2402	2752	5
2402	1605	14
2402	2349	8
2403	1057	7
2403	2396	4
2403	1398	13
2403	411	9
2404	3408	20
2404	2320	16
2404	908	2
2404	1863	6
2404	1843	4
2406	3879	6
2406	1795	17
2406	3700	15
2406	1066	19
2406	3475	17
2407	2681	19
2407	3407	3
2407	135	19
2410	888	13
2411	1988	15
2411	303	2
2411	704	12
2411	830	4
2411	157	2
2411	236	10
2411	2044	3
2412	1151	18
2414	2861	10
2414	2947	16
2414	1046	12
2416	74	16
2416	1919	17
2416	147	2
2416	2705	14
2416	2087	12
2416	761	9
2416	1198	6
2416	1396	3
2416	638	18
2416	1709	5
2416	1015	1
2416	986	20
2416	119	7
2416	563	11
2416	548	9
2416	1666	4
2416	1183	11
2416	31	4
2416	1555	20
2417	1798	6
2417	3113	9
2417	1115	20
2417	1623	9
2417	1698	9
2417	2333	11
2418	1539	6
2422	3301	16
2423	3230	5
2423	2349	5
2423	2563	17
2427	948	12
2427	1944	13
2427	3083	5
2427	872	11
2427	3687	8
2427	2622	10
2427	3916	7
2427	1359	1
2427	2938	10
2428	1920	16
2428	610	18
2428	507	18
2428	3018	18
2428	2052	2
2428	3505	18
2428	2189	17
2428	656	1
2428	1429	7
2428	1531	16
2428	2828	9
2428	1398	11
2428	1476	11
2428	770	8
2428	2318	8
2428	2006	9
2428	892	16
2429	1193	13
2429	3177	19
2429	855	17
2429	1891	13
2429	2359	20
2429	2142	15
2429	3413	13
2429	2484	20
2429	3245	19
2429	3091	19
2429	974	16
2430	3876	3
2430	623	7
2430	1795	15
2430	1511	4
2430	188	9
2430	852	11
2430	540	10
2430	1081	14
2431	1543	8
2431	3480	20
2433	770	16
2433	3321	12
2433	375	14
2433	586	3
2433	391	12
2434	2770	5
2434	160	12
2437	1131	16
2437	1516	15
2438	3580	14
2438	3345	7
2438	2562	7
2438	2643	4
2438	3455	12
2438	3187	14
2438	3769	8
2438	3461	15
2438	3194	20
2439	158	10
2440	1988	20
2440	84	10
2441	3104	17
2441	2074	9
2441	2112	12
2441	2829	2
2441	3324	15
2441	1862	7
2441	434	16
2443	4033	2
2443	733	13
2443	631	16
2444	2681	6
2448	2062	5
2448	2015	3
2451	577	9
2451	1715	19
2451	2599	6
2451	940	20
2456	2243	9
2456	902	2
2457	1531	9
2457	514	19
2457	375	3
2457	817	19
2457	147	4
2457	582	3
2457	96	15
2457	77	4
2457	306	11
2460	876	15
2461	338	12
2463	3524	18
2463	3497	18
2464	2389	14
2466	515	15
2466	389	6
2467	1596	1
2467	2607	2
2467	1212	1
2469	3284	9
2470	411	11
2470	1291	11
2471	391	17
2472	474	5
2472	488	8
2474	2328	20
2475	3521	18
2478	3905	19
2478	2112	10
2478	2153	7
2478	1254	6
2478	2181	15
2480	4059	18
2480	3132	11
2480	1596	9
2481	1713	18
2481	77	13
2481	147	16
2481	1560	17
2481	2069	15
2481	283	19
2481	30	16
2482	3539	15
2482	2396	7
2482	411	17
2482	2084	5
2482	304	8
2483	3049	1
2483	3211	6
2484	3082	5
2484	3439	19
2484	1059	5
2484	2429	20
2484	1464	20
2484	798	18
2484	2209	11
2484	1193	13
2484	2398	5
2484	923	10
2486	3192	10
2486	1240	1
2489	2312	7
2489	365	17
2490	3520	15
2494	1398	4
2494	1282	12
2494	1968	9
2494	2633	2
2494	1862	20
2494	1698	4
2495	2156	4
2495	1020	14
2495	550	14
2496	2876	3
2496	3081	8
2496	1097	15
2497	3531	13
2497	819	15
2497	2429	7
2497	974	14
2498	41	6
2499	2510	14
2501	2803	15
2503	2319	11
2504	2849	17
2504	1814	19
2506	2243	4
2506	3364	17
2506	2016	1
2506	3203	5
2506	3450	19
2508	3624	18
2508	2142	14
2508	1726	4
2508	3178	16
2508	1843	15
2508	2760	18
2508	2732	6
2508	2267	12
2509	1294	11
2509	3450	20
2509	2124	10
2509	2760	8
2509	1019	15
2509	2591	20
2509	1752	3
2509	3203	5
2509	1472	5
2509	602	2
2510	2499	17
2513	977	8
2514	3392	3
2514	3796	7
2514	3325	19
2514	1373	13
2514	3520	18
2514	3363	4
2516	2860	8
2516	617	14
2517	2754	20
2517	1339	2
2517	1500	9
2517	1615	8
2518	2276	10
2518	939	12
2518	1950	16
2518	1797	12
2518	565	17
2518	1665	2
2518	2016	3
2519	2786	1
2519	1970	19
2521	1978	17
2521	408	11
2521	751	15
2521	2109	1
2523	1494	10
2524	2797	11
2524	413	10
2525	3664	17
2526	3560	1
2527	1014	5
2527	1543	4
2528	306	8
2528	1465	11
2528	829	9
2529	2016	7
2529	3408	14
2529	1792	11
2529	1729	15
2529	1665	17
2529	1410	10
2529	2404	11
2530	1472	9
2530	3049	19
2530	3902	4
2530	3940	13
2530	3211	15
2530	3144	3
2530	3054	3
2532	3133	12
2532	2902	16
2532	3689	10
2532	3178	12
2532	1381	5
2532	2101	5
2532	2559	12
2532	3326	10
2532	2847	11
2532	1673	16
2533	834	14
2533	1398	15
2533	2777	2
2533	1333	5
2533	1926	6
2533	2268	20
2533	1138	3
2533	2779	15
2533	2746	5
2533	2267	10
2533	2385	18
2534	3424	18
2534	610	6
2535	2162	2
2535	3062	5
2535	3089	11
2540	494	1
2541	3460	2
2541	3351	14
2542	96	17
2542	1173	15
2542	326	2
2542	496	17
2542	2858	16
2543	496	17
2543	1645	10
2543	102	10
2545	1924	13
2546	4106	7
2546	2089	2
2546	2357	7
2546	1777	15
2546	899	19
2546	2040	19
2546	1580	1
2546	2902	4
2546	1138	7
2546	733	1
2546	2142	12
2549	1501	20
2549	82	17
2550	3149	3
2550	3722	2
2550	3949	1
2550	3751	15
2550	3513	7
2550	2927	17
2551	3942	8
2552	2277	7
2552	2610	19
2552	3813	11
2552	3370	14
2552	899	1
2552	1350	11
2552	2617	16
2553	3844	14
2553	2887	5
2553	3462	9
2553	1872	13
2553	2554	2
2553	2357	12
2554	2357	10
2554	1726	5
2554	2012	19
2554	1403	1
2554	2887	1
2554	1019	15
2555	356	16
2556	3989	13
2556	2559	18
2556	3324	14
2556	1844	10
2556	2818	9
2556	3545	15
2556	2769	3
2556	2909	8
2556	1121	14
2559	2688	14
2559	2556	11
2559	2532	5
2559	3168	18
2559	1121	7
2559	1726	19
2559	1212	4
2559	1869	11
2559	1019	1
2560	1054	9
2560	1794	7
2560	1341	10
2560	2317	3
2561	2902	18
2561	2771	19
2561	802	16
2561	855	17
2561	1999	13
2562	2438	18
2563	948	16
2563	2606	4
2563	2423	17
2563	1840	9
2565	1189	10
2566	2631	9
2566	3816	10
2566	3446	9
2566	3518	11
2566	215	2
2567	3364	18
2567	1649	7
2567	1472	11
2567	2385	2
2568	1468	13
2568	2654	1
2568	859	5
2569	1362	17
2570	2629	8
2572	1715	16
2572	2808	7
2572	2322	17
2574	3521	17
2574	2330	1
2574	3437	20
2574	3356	11
2574	1660	6
2578	2993	6
2578	1742	6
2578	3220	6
2578	1484	7
2578	2872	7
2578	2762	8
2578	853	6
2578	2359	9
2579	3054	17
2583	4079	13
2583	2964	9
2584	3461	8
2585	2626	7
2585	1999	10
2586	3021	3
2586	422	19
2588	2773	6
2589	893	11
2591	2142	19
2591	1212	17
2591	1138	4
2591	834	6
2594	2933	12
2594	2333	11
2594	2597	16
2597	3253	1
2597	1936	15
2597	3115	8
2597	2933	5
2597	2594	13
2597	711	12
2597	164	20
2597	2333	10
2598	1468	9
2598	391	13
2598	2080	2
2598	970	6
2598	689	1
2598	1051	18
2598	1325	8
2599	698	5
2599	2969	5
2599	2451	17
2600	139	15
2600	272	10
2600	1988	18
2600	173	15
2600	1881	12
2600	2069	18
2600	317	6
2600	416	9
2600	30	1
2600	1398	13
2600	436	18
2600	147	3
2600	77	20
2600	296	4
2600	755	20
2601	3273	6
2601	1398	2
2601	1516	20
2601	1687	2
2604	4002	9
2604	2966	10
2604	3641	20
2604	3282	16
2604	3114	3
2604	2244	9
2606	1456	10
2606	2349	14
2606	948	1
2606	1643	19
2606	1669	6
2606	2563	17
2606	2033	14
2607	2871	4
2607	1967	16
2607	2467	7
2607	559	4
2607	1151	9
2609	1159	2
2609	1863	15
2610	3545	9
2610	855	14
2610	2552	11
2610	1869	3
2611	1126	9
2611	1026	10
2613	3218	14
2613	3437	11
2617	1472	4
2617	3938	5
2617	2194	19
2617	1089	1
2617	3370	3
2617	2552	1
2618	1363	4
2619	1658	8
2620	2207	2
2620	1101	5
2620	1934	16
2620	300	20
2622	2427	16
2622	3445	17
2622	3452	13
2622	2328	6
2622	2777	6
2622	2359	17
2622	3083	2
2622	1504	2
2622	2938	20
2622	1618	8
2624	3025	18
2624	2834	3
2624	785	15
2625	389	20
2625	403	12
2626	2585	1
2626	1113	2
2629	1543	17
2629	1539	18
2629	2570	3
2629	2638	6
2629	2917	18
2629	1047	12
2629	1944	9
2629	414	17
2629	1569	9
2629	1672	20
2631	749	6
2631	3349	5
2631	2710	13
2631	3152	15
2631	2566	4
2631	3040	3
2631	2119	15
2631	1647	3
2631	3772	20
2631	1398	15
2631	1949	4
2631	3560	13
2633	1623	15
2633	1393	6
2633	2216	1
2633	1698	18
2633	1968	19
2633	2494	3
2635	1374	14
2636	828	15
2636	1623	11
2637	2591	13
2637	798	11
2637	3144	12
2637	2902	12
2637	3328	12
2639	2445	3
2639	2208	11
2639	1334	16
2639	2368	12
2640	976	19
2641	991	11
2642	3831	11
2642	2229	15
2642	2223	5
2643	2438	19
2643	3238	3
2645	2893	18
2646	1491	5
2646	1215	7
2647	3879	13
2647	2247	7
2647	1817	12
2647	3581	9
2647	3241	11
2650	3049	7
2650	3211	16
2650	3287	17
2650	1294	4
2652	1879	3
2652	1289	2
2653	2220	19
2654	2568	6
2656	1467	20
2657	2811	13
2657	3112	19
2657	2010	7
2657	462	1
2658	3011	18
2658	3865	10
2660	1370	18
2660	3088	16
2660	3581	2
2660	1909	1
2660	1096	11
2661	2821	19
2662	1468	12
2662	96	11
2662	2202	10
2662	4111	3
2662	487	17
2662	2411	3
2662	147	15
2662	1555	3
2662	2958	1
2663	2732	15
2663	1370	4
2665	2887	13
2665	1936	6
2665	2357	2
2665	2787	5
2665	2012	17
2667	306	16
2667	3579	5
2667	96	6
2667	147	18
2669	2958	8
2669	520	8
2669	539	13
2670	2422	6
2671	1871	19
2672	1025	11
2672	454	17
2673	2975	18
2677	311	8
2679	1524	4
2679	1467	7
2679	1138	4
2680	862	6
2681	354	18
2681	3669	12
2681	2537	12
2681	3453	13
2681	2444	14
2681	2407	4
2682	1443	9
2682	995	19
2682	1909	7
2682	2060	17
2683	2695	16
2687	1169	8
2687	1607	16
2688	3168	3
2688	2255	6
2688	2591	14
2688	1019	2
2688	2847	17
2688	733	3
2688	1869	20
2688	1212	8
2689	3057	12
2689	690	5
2689	582	2
2689	2396	10
2689	947	11
2689	1555	16
2689	102	6
2689	317	17
2689	364	8
2689	350	5
2689	306	2
2689	1729	1
2689	514	4
2689	147	15
2689	537	5
2689	230	12
2689	931	10
2689	1522	16
2689	1398	15
2689	2094	13
2689	77	17
2689	96	13
2691	933	1
2693	794	3
2694	2958	12
2694	3438	10
2695	3230	14
2695	2269	16
2695	3739	2
2695	2683	15
2695	3279	19
2696	2672	5
2696	2718	7
2698	3467	19
2701	3605	14
2704	2870	14
2704	2988	15
2705	1837	17
2705	1198	3
2705	638	4
2705	1183	4
2705	1015	20
2705	119	10
2705	1709	10
2705	761	19
2705	1555	15
2707	3203	14
2707	1212	12
2707	3439	13
2707	3288	7
2707	3199	2
2707	1906	13
2707	3727	14
2707	2277	5
2707	559	17
2707	3088	2
2707	1206	5
2709	3046	9
2710	3249	18
2710	2126	6
2710	2717	9
2713	364	4
2713	3672	18
2713	3058	17
2713	1874	14
2713	1741	3
2713	2866	7
2713	2980	18
2716	306	19
2716	3061	18
2716	773	2
2717	497	3
2717	2710	6
2719	3600	19
2719	867	14
2719	354	10
2719	2909	11
2719	2958	14
2721	4045	6
2722	2357	6
2722	2801	18
2722	3140	1
2722	3245	16
2723	1810	6
2723	775	11
2726	803	2
2729	3929	16
2729	2396	10
2729	77	8
2729	507	6
2729	3598	15
2729	3360	12
2729	1815	13
2729	11	1
2729	1287	19
2729	1729	12
2729	1476	10
2729	1398	17
2729	2464	5
2729	2052	10
2732	1877	17
2732	2762	13
2732	1097	11
2732	3451	8
2732	2760	2
2732	2663	12
2732	3439	7
2732	2112	17
2732	2508	2
2732	1804	9
2735	733	6
2735	2755	11
2735	579	19
2736	426	5
2736	1398	20
2736	349	4
2739	1398	8
2740	3520	11
2743	3506	1
2743	3126	1
2744	2591	14
2746	2665	15
2746	3916	14
2746	1906	7
2746	2385	12
2746	2779	15
2746	1138	18
2746	2533	9
2752	1041	19
2753	661	20
2754	2517	9
2754	1398	9
2755	2640	5
2755	1474	13
2755	2735	7
2756	3753	14
2756	1429	8
2756	872	15
2758	1442	9
2758	1590	11
2759	204	11
2759	755	1
2759	77	14
2759	2265	1
2760	3938	20
2760	3203	17
2760	2732	11
2760	2777	5
2760	2509	4
2760	2508	12
2762	1059	15
2762	3170	9
2762	1746	10
2762	2149	18
2762	1115	19
2762	3570	2
2762	2732	6
2762	3185	4
2762	414	3
2764	1740	16
2765	3521	13
2765	2930	14
2766	3770	7
2769	2897	12
2769	2556	2
2769	49	8
2769	2957	7
2769	3119	14
2770	4037	12
2770	1896	7
2770	1689	5
2770	766	6
2770	3082	20
2770	1449	2
2771	2561	17
2771	802	7
2773	2588	8
2773	1467	13
2773	872	9
2773	1468	14
2774	3335	17
2777	1906	6
2777	853	11
2777	1726	7
2777	2097	6
2777	2277	13
2777	2268	7
2777	1486	6
2777	3885	8
2777	1926	2
2777	3354	20
2777	3271	19
2777	3193	20
2777	2359	20
2777	3938	3
2777	1422	1
2777	2533	10
2777	1138	7
2777	2142	10
2777	1708	14
2777	1682	5
2777	1019	15
2779	1999	13
2779	2746	18
2779	2533	12
2783	472	14
2783	1766	19
2785	3709	1
2785	2475	7
2785	1026	14
2785	655	3
2786	2905	9
2786	2519	15
2786	1970	18
2786	1342	5
2786	2322	20
2787	3286	7
2787	822	18
2787	2255	18
2787	1403	10
2787	2665	15
2787	1726	3
2787	1019	14
2787	3287	8
2787	1580	11
2787	2508	9
2788	473	14
2791	3581	3
2791	4084	10
2791	3520	14
2791	3096	8
2791	3016	8
2791	1481	9
2791	1226	3
2794	3840	11
2797	3905	14
2797	1417	7
2797	2524	14
2798	2823	5
2798	1096	4
2799	325	5
2800	1984	9
2801	3140	18
2801	3177	1
2801	3242	6
2801	3091	14
2801	3145	6
2808	1398	7
2808	1607	17
2808	3809	6
2808	2572	2
2811	2657	5
2811	462	12
2814	3924	3
2814	2349	15
2814	1696	8
2815	2086	13
2815	2304	12
2815	3578	11
2815	212	5
2815	1971	3
2815	306	20
2815	2178	2
2815	204	7
2815	96	9
2816	1403	13
2816	1580	14
2817	3172	6
2818	2591	1
2818	1708	17
2818	1872	17
2818	3202	5
2818	2556	9
2818	3324	18
2818	3271	12
2818	3353	12
2819	828	12
2820	2880	10
2820	2311	6
2820	1674	20
2820	3288	14
2821	2924	13
2821	3279	20
2821	2661	13
2823	3928	20
2823	3545	4
2823	3367	8
2823	2798	16
2823	3231	2
2823	3916	9
2823	2940	17
2823	2243	14
2825	144	14
2825	701	13
2828	1920	14
2828	2052	13
2828	2318	7
2828	2006	13
2828	2428	16
2828	1162	11
2828	1058	16
2828	892	4
2828	514	18
2829	2441	6
2830	1729	18
2831	1665	7
2831	1949	16
2831	2073	10
2831	1921	11
2834	2624	13
2835	3419	7
2838	1625	20
2838	391	10
2840	748	10
2840	1531	1
2842	3932	16
2842	3129	6
2842	3216	16
2842	1245	20
2842	2267	6
2843	416	10
2844	3375	3
2844	2313	10
2845	914	19
2846	306	15
2847	3546	6
2847	3989	14
2847	1333	2
2847	3333	5
2847	2591	18
2847	1872	1
2847	2267	14
2847	2311	20
2847	2532	10
2847	2142	6
2847	1019	12
2847	1708	7
2847	1580	14
2847	1138	1
2847	2385	5
2847	1212	19
2847	2268	20
2847	2688	5
2847	2255	5
2848	1105	8
2849	2504	5
2849	1814	1
2851	1018	1
2851	2030	15
2852	1190	16
2855	3104	14
2855	3516	14
2855	2074	2
2856	2122	7
2856	2640	1
2856	58	11
2858	11	8
2858	473	5
2858	1287	14
2858	2542	15
2858	139	20
2858	2006	11
2858	507	8
2858	1398	5
2858	147	20
2859	548	8
2859	1555	15
2859	147	10
2860	2516	20
2860	1988	15
2861	2251	4
2861	2354	15
2861	2414	15
2864	1993	1
2864	2188	1
2866	364	5
2866	2713	16
2866	2980	16
2866	1741	2
2869	594	17
2870	2704	2
2871	2607	6
2872	2578	5
2874	1481	16
2874	1334	10
2874	798	13
2875	2040	18
2875	2001	18
2875	3635	3
2875	1872	19
2876	2732	12
2876	1096	15
2876	3592	14
2876	1578	18
2876	2496	1
2876	1868	18
2876	2980	13
2876	1874	2
2876	1097	5
2876	3081	7
2876	3482	15
2878	3536	5
2879	1919	9
2879	668	13
2879	2	17
2880	1674	11
2880	3271	14
2880	2311	3
2880	1181	1
2880	3232	11
2880	2820	17
2880	2981	14
2881	3286	5
2884	1988	5
2884	1990	1
2884	149	4
2884	117	11
2887	2553	8
2887	2665	13
2887	1403	10
2887	3270	5
2887	2311	10
2887	2554	14
2892	2902	11
2892	3288	7
2892	1718	10
2892	2966	7
2892	3631	20
2892	1181	7
2893	3066	7
2893	2645	7
2897	2769	18
2897	899	13
2897	3140	10
2897	1800	17
2898	3452	1
2898	3439	19
2901	2897	10
2902	2561	20
2902	4059	6
2902	1370	10
2902	2532	17
2902	3938	6
2902	3346	14
2902	3145	14
2902	2112	3
2902	1999	10
2902	2162	11
2902	855	15
2902	1294	7
2902	3088	16
2902	2546	9
2903	3373	7
2903	3227	19
2904	1132	4
2904	73	16
2904	303	8
2904	305	16
2904	2411	7
2905	2786	14
2907	1537	19
2908	4060	6
2908	1467	6
2908	3205	11
2908	3155	18
2908	570	20
2908	1607	1
2908	1936	7
2908	646	2
2908	391	2
2908	1256	9
2909	2707	15
2909	3845	2
2909	1096	3
2909	3132	17
2909	2001	17
2909	2530	6
2909	1294	4
2909	3421	20
2909	3373	15
2909	163	18
2909	1273	16
2909	1949	6
2909	1006	18
2909	3459	5
2909	2556	4
2909	2719	16
2909	1804	11
2914	3377	15
2914	871	4
2914	1660	17
2915	2040	12
2915	2247	19
2915	1063	1
2915	3070	17
2915	1096	8
2915	1283	13
2915	1481	13
2916	1376	5
2917	3487	7
2917	1882	15
2917	384	20
2917	2396	14
2917	30	12
2917	364	8
2918	1138	12
2921	30	18
2922	366	19
2922	364	16
2922	411	11
2924	3644	19
2924	2269	10
2924	2821	10
2924	3279	19
2925	1768	1
2927	2770	14
2930	3521	9
2930	1026	17
2930	3356	15
2930	1660	11
2930	2330	3
2930	2765	18
2932	170	18
2933	2594	17
2933	2333	19
2933	3253	10
2933	656	2
2933	525	7
2933	2597	15
2937	1334	12
2937	3332	18
2937	3647	12
2938	1162	14
2938	1370	17
2938	1794	20
2938	2016	17
2938	1235	15
2938	2328	16
2938	2427	18
2938	2622	20
2938	733	9
2938	3066	12
2938	1096	13
2938	214	19
2938	1468	14
2938	1429	6
2940	1914	13
2940	3335	3
2940	3405	10
2940	2016	15
2940	3501	16
2940	2823	9
2940	1456	19
2940	2349	17
2943	1075	5
2943	3469	13
2943	568	16
2943	1046	4
2944	2884	10
2947	2414	14
2947	1936	9
2949	1449	15
2949	1896	16
2950	1567	15
2952	3153	9
2952	1235	11
2953	3238	12
2953	422	7
2954	4036	20
2954	1611	20
2954	1993	4
2957	3145	8
2957	3700	20
2957	1871	3
2958	79	8
2958	272	3
2958	228	20
2958	1199	6
2958	105	1
2958	96	17
2958	24	11
2958	147	10
2958	37	9
2958	2669	13
2958	2694	14
2958	867	3
2958	1247	3
2958	2719	7
2958	2662	6
2959	1443	1
2959	2132	15
2959	1909	20
2960	3190	19
2960	1871	19
2961	3113	3
2961	3497	6
2962	2827	7
2964	1014	20
2964	766	18
2964	2351	16
2965	1931	13
2966	1181	1
2966	3631	17
2966	4002	18
2966	2604	10
2966	2892	17
2966	3560	7
2966	3114	19
2966	2631	17
2966	3054	12
2967	1891	13
2967	1416	4
2967	4134	19
2967	2561	17
2967	2247	14
2967	2040	8
2967	2139	16
2967	1874	7
2967	1096	10
2969	2599	15
2970	1388	7
2970	3347	1
2970	3224	13
2970	593	9
2971	3754	8
2971	1146	14
2972	3549	20
2972	1665	17
2972	1607	16
2975	2673	2
2976	2280	10
2979	844	7
2979	1000	17
2979	3228	10
2980	2732	1
2980	3081	13
2980	1097	16
2980	3149	19
2980	2866	18
2980	1741	11
2981	1472	18
2981	2880	4
2981	2820	7
2984	96	5
2986	2204	17
2992	3122	3
2993	2578	4
2996	1914	7
2996	3647	18
2996	3332	1
2996	3132	15
2996	1863	13
2996	3088	7
2996	1334	16
2997	948	10
2998	1804	10
2998	3738	19
2998	1041	18
2998	853	3
2998	1891	12
2998	1262	5
2999	870	18
3004	3933	2
3004	1166	4
3005	1950	10
3005	3439	19
3008	2285	12
3009	1232	7
3009	1710	12
3009	1785	11
3009	2120	10
3010	433	2
3010	1696	6
3011	3865	9
3011	2658	14
3013	3153	19
3013	1331	9
3014	3825	10
3015	3521	3
3015	3356	15
3015	3165	4
3016	4058	8
3016	1282	7
3016	1398	2
3016	3520	6
3016	1938	18
3016	3096	6
3016	1481	2
3016	1226	10
3016	2791	2
3018	1920	15
3018	515	19
3018	1531	20
3018	2335	13
3018	2428	20
3018	2318	2
3018	507	19
3018	3505	11
3018	2189	5
3018	2006	16
3019	4037	4
3021	2027	17
3021	422	3
3021	2586	1
3023	1173	9
3023	514	18
3023	770	5
3023	3486	12
3023	139	2
3023	1162	8
3023	1920	6
3023	1093	5
3031	3058	9
3032	336	1
3034	1193	19
3034	733	16
3035	2522	20
3035	3344	17
3036	1398	3
3036	2594	6
3036	3524	15
3036	3497	1
3036	1512	15
3036	445	17
3036	1079	13
3040	808	6
3043	2698	17
3043	3467	11
3045	1083	5
3046	2709	17
3046	3367	17
3046	3271	16
3046	2277	5
3048	499	11
3048	4019	8
3049	2530	19
3049	3170	2
3049	1044	19
3049	3902	19
3049	3227	10
3049	2483	19
3049	1472	17
3049	2194	18
3051	147	18
3051	77	5
3051	567	2
3052	738	13
3053	1760	6
3053	1916	14
3053	766	1
3054	3288	15
3054	2530	19
3054	3560	12
3054	2966	11
3057	2689	9
3057	96	8
3057	1805	19
3057	3549	13
3057	892	14
3057	2006	12
3057	1398	19
3057	57	10
3057	21	18
3057	1707	14
3057	102	20
3057	1522	17
3057	84	8
3057	19	3
3057	11	15
3057	147	16
3057	212	3
3057	1287	14
3058	3198	8
3058	3533	20
3058	2139	5
3058	3031	11
3058	1416	20
3058	3181	8
3058	3149	5
3058	2040	20
3059	1729	16
3059	4097	18
3059	3140	20
3059	3714	16
3059	3571	11
3059	2429	19
3059	3245	17
3059	3413	12
3059	2770	3
3059	1807	6
3060	3495	8
3061	334	2
3061	557	6
3061	1	13
3061	2516	5
3061	617	20
3061	2304	16
3061	228	10
3061	410	3
3061	87	9
3061	3579	1
3061	147	9
3061	830	6
3061	102	5
3061	24	4
3061	42	9
3061	16	2
3061	203	8
3061	777	20
3061	4	9
3061	1848	13
3061	2	12
3061	272	13
3061	947	6
3061	224	1
3061	19	15
3061	2396	12
3061	1048	16
3061	1919	18
3061	2858	4
3061	375	9
3061	473	5
3061	892	1
3061	1047	8
3061	204	18
3061	2086	7
3061	1952	7
3061	96	14
3061	21	3
3061	496	6
3061	9	3
3061	507	2
3061	2322	4
3061	77	10
3061	50	15
3061	1287	8
3061	139	11
3061	1085	7
3061	105	20
3061	127	19
3061	79	18
3062	3314	3
3062	1504	13
3062	3790	9
3062	1682	11
3062	2535	5
3062	3353	19
3065	3115	17
3065	3162	15
3066	500	9
3066	4079	15
3066	922	16
3066	2938	15
3066	2893	8
3067	3256	20
3067	3680	4
3067	3176	18
3067	1374	20
3069	1758	6
3070	2243	17
3070	1999	7
3070	2732	20
3070	1096	17
3074	1729	4
3075	3754	14
3075	1789	5
3077	2179	12
3081	2496	7
3081	2876	14
3081	2260	6
3081	364	3
3081	2980	9
3082	3245	15
3082	2484	11
3082	4055	2
3082	3928	19
3082	2770	6
3082	3498	8
3082	766	8
3082	923	10
3082	1449	6
3083	3405	13
3083	3732	8
3083	2427	19
3083	3916	17
3083	2112	7
3083	2622	2
3083	1774	19
3083	1235	1
3083	2153	10
3083	3199	8
3083	3091	13
3083	3122	12
3088	2660	9
3088	798	11
3088	2902	14
3088	1334	15
3088	2996	20
3089	1726	4
3089	2535	5
3091	923	7
3091	3199	16
3091	1950	4
3091	3732	1
3091	3247	20
3091	2209	16
3091	3245	19
3091	2801	12
3091	3083	14
3091	2429	20
3092	3299	12
3092	1368	17
3093	3431	15
3093	3205	11
3094	461	13
3094	306	18
3095	1538	14
3096	4084	5
3096	1516	17
3096	402	8
3096	3581	14
3096	1481	8
3096	3016	10
3096	2791	11
3096	1226	20
3097	2040	16
3099	3766	9
3099	2277	15
3099	2038	3
3103	3646	3
3103	426	14
3104	1469	5
3104	188	17
3104	974	12
3104	1059	15
3104	2855	13
3108	2255	1
3108	3168	19
3108	3296	16
3108	2097	8
3108	3271	16
3109	1904	13
3109	3587	10
